,Predict,Rating
77,4.252924950062629,4.33
78,4.244896231356064,3.95
79,3.9857716711304954,4.22
80,4.456364914868908,3.33
81,4.299784054000793,4.23
82,3.999185952878006,3.9
83,4.121402360037485,3.99
84,3.980474792299531,4.26
85,4.074126506821459,4.35
86,4.0336642014329,3.9
87,4.134260498692011,3.56
88,4.080478876310735,3.86
89,4.054084271649121,4.08
90,4.186673562717116,4.08
91,3.90912755606198,3.72
92,3.9735356136484117,3.9
93,4.167217929260013,4.5
94,4.210007125073109,4.47
95,3.93127502935545,3.81
96,4.043792125290522,3.78
97,4.064157898025324,4.33
98,4.3011041787112205,4.38
99,4.0654509791411995,4.51
100,3.9432001848533837,3.82
101,4.095264826860012,3.66
102,3.900030320863567,4.02
103,4.022602500405296,4.44
104,4.255837776279558,4.29
105,4.107096224701586,4.25
106,4.241470627288559,4.1
107,4.0685418490928,4.25
108,4.297949674652551,4.32
109,4.064351737901514,3.81
110,3.9738806061994674,4.16
111,4.07147435968103,4.02
112,4.013566440274439,3.95
113,4.067114153889307,4.11
114,4.047919860285167,4.06
115,4.0347681636604875,4.19
116,3.9924289431552324,3.89
117,4.113235937366553,3.57
118,3.907264151483757,4.03
119,3.862903617219447,4.07
120,4.027189390600234,4.07
121,3.9128777600943314,3.79
122,4.032293052459817,3.67
123,3.9372544230617237,4.14
124,4.0260269794452865,4.03
125,3.940768210527551,3.69
126,4.0732388845702285,4.34
127,4.104542777314342,4.27
128,3.957278014769153,4.42
129,3.9634831593071667,4.01
130,3.9767090474135873,4.0
131,4.057755443979506,4.32
132,4.076831922427989,3.82
133,3.9877471132925226,4.44
134,4.010238413294617,3.98
135,4.074132531165424,4.28
136,4.090775727652585,4.72
137,4.058551412898104,4.26
138,4.353461936433804,4.18
139,4.017692328090396,4.07
140,4.08334111964343,4.44
141,3.8705478454310467,4.21
142,4.061778241996284,4.27
143,3.9359083791858978,4.27
144,4.06977516553147,4.26
145,4.261465886344649,4.0
146,4.0548762221024885,3.74
147,4.083642960815996,4.34
148,3.9730618946390175,3.91
149,3.946943269676985,4.2
150,3.829086507473442,3.6
151,4.03260250314188,4.08
152,4.3486390301660744,5.0
153,4.117672214931804,4.11
154,4.021458235208965,4.31
155,3.9042433552732625,4.06
156,3.9102820200218598,4.54
157,4.024893049584876,3.82
158,4.041528711558163,4.17
159,3.9757627156356685,4.0
160,4.089703906276695,4.16
161,4.124873179662007,3.78
162,4.124415325775633,4.01
163,4.029844881383181,3.98
164,4.040222362191127,3.92
165,3.9252312741074493,3.81
166,4.005760607130236,4.17
167,4.1270268011181255,3.75
168,4.340662535463188,5.0
169,3.9055851568489524,4.38
170,4.219717313441925,3.73
171,4.239815172924835,4.73
172,4.131344541237386,4.1
173,4.064823485611166,4.4
174,4.141990325695994,3.88
175,4.065992046906681,4.03
176,3.98539066891543,3.87
177,3.9905592000331227,4.08
178,3.9978260799880716,3.99
179,4.181220320651613,4.36
180,4.0481003096753465,3.81
181,4.10222580642743,4.04
182,3.9635613165399244,4.21
183,4.058546169025785,4.44
184,4.083841627133115,3.65
185,4.075860451594682,4.01
186,4.021399092261898,3.93
187,4.130953655542567,3.42
188,4.028037173113855,4.33
189,4.06033793964075,3.95
190,4.185933207030547,4.16
191,4.343353542335787,4.19
192,3.96217067814957,3.73
193,4.014454628407474,4.19
194,4.156609868550298,4.09
195,4.049702993016321,3.95
196,3.9997057463098273,3.91
197,4.076238144267651,4.19
198,4.055053535090307,3.93
199,4.094322861449103,4.01
200,3.922452029294051,3.33
201,3.952481047702653,3.46
202,4.041783993623782,4.54
203,3.8640073223321107,3.62
204,3.9634212691219064,4.17
205,4.142825720528737,4.22
206,4.068974274027019,4.14
207,4.066362379617107,4.54
208,4.10955627224952,4.28
209,4.086030824283784,3.58
210,4.064868141509312,4.0
211,4.237977094464284,4.03
212,3.915543234574925,4.03
213,4.173791180999214,4.08
214,4.113409597286147,4.13
215,4.139752433543803,4.28
216,4.021756229914682,3.64
217,3.9668402066807302,4.13
218,4.1306550439648975,4.16
219,4.165126600986515,4.35
220,4.043651406115031,3.65
221,4.056241293330363,3.69
222,4.302323798585802,4.5
223,3.984364833099526,4.1
224,4.103434096826751,4.17
225,4.060905593290278,4.26
226,4.086663899171895,3.76
227,4.100628611630515,4.42
228,4.08510459544061,4.17
229,3.992370552332743,3.92
230,3.9820437778199347,3.65
231,4.2101558085091035,3.88
232,4.0092758663633825,3.92
233,4.112007736077123,4.17
234,3.9659434454041658,3.73
235,4.093435385702094,4.03
236,4.068885165744639,4.14
237,3.873013656173559,3.82
238,4.015093892526729,3.99
239,4.022081847855866,4.11
240,3.9883886371215658,4.16
241,3.933286126456792,3.96
242,3.996077094255929,3.69
243,3.8867489270011455,4.07
244,4.006781831055983,3.74
245,3.9150135103267143,3.79
246,3.8888538154627024,3.52
247,3.9895480947828537,4.49
248,3.961465305852746,4.21
249,4.068142728425809,4.07
250,4.011901143591863,3.94
251,4.023648652529397,4.12
252,3.9969134611926465,4.04
253,3.9004043861139244,3.69
254,4.192651038063562,4.06
255,3.884458310824628,3.75
256,4.081668556464784,4.18
257,3.819655677358556,3.91
258,3.994651077547523,3.94
259,4.093170313048789,4.06
260,4.091961384950163,3.97
261,4.111956122292171,4.0
262,3.9725889302303696,3.52
263,4.074259459809594,4.29
264,4.011141905402884,3.77
265,4.444757757332526,4.12
266,3.8890668479614265,3.85
267,4.084094219751973,3.74
268,4.052564959599319,3.83
269,4.128152792321224,4.41
270,4.035621279308463,4.27
271,4.018517339148322,4.28
272,4.007262910830829,3.88
273,4.018973313915493,3.72
274,4.209320752146603,3.78
275,4.021303264283158,3.75
276,3.9199408640977413,3.64
277,3.9380808751116354,3.99
278,3.9694583090103466,3.95
279,3.9939509232956385,3.82
280,4.143269945626534,4.31
281,4.2989332075492594,3.94
282,4.0760609611209935,3.89
283,3.9522141815674052,4.37
284,3.9549506848437823,3.96
285,3.8654324398832562,4.06
286,4.019441534240144,4.19
287,4.0462813824419746,4.14
288,4.012311980920603,4.24
289,3.9156549161474303,3.65
290,4.122812539076493,4.0
291,3.9488182240135017,3.89
292,4.177105650467185,3.91
293,4.024864127764427,4.09
294,3.839103694220306,3.67
295,4.045756013569635,3.62
296,4.116799695723553,4.01
297,4.110275586653842,4.1
298,3.9493119420407425,3.58
299,3.9904779455484634,3.84
300,4.063984001903452,4.34
301,4.047633723092511,4.15
302,3.8779733471384916,3.46
303,3.9461198672969946,3.55
304,4.005371142841561,3.58
305,4.1887999948611325,4.21
306,4.477482000638547,4.44
307,4.185862904754672,3.83
308,3.9257256921063255,3.9
309,4.309167856354127,4.71
310,4.055275240064519,3.83
311,3.9191859475960786,3.84
312,4.025328882405084,3.92
313,3.986363124151989,4.25
314,4.201158621208007,3.91
315,3.9121883359050154,4.35
316,4.067619590686994,4.4
317,4.029544920138977,3.92
318,3.9642766707018047,4.07
319,4.2759943810222225,4.27
320,4.221424168981994,4.03
321,4.083967713895536,4.09
322,3.9821805830061097,4.37
323,4.056151903586172,4.27
324,4.287531085327331,4.33
325,3.9759150026417265,4.24
326,4.056057179631826,3.98
327,4.1966625944082185,4.0
328,4.129391188746432,4.14
329,4.0684962273405345,4.19
330,4.044275732352498,3.97
331,3.9966485347852863,4.16
332,3.87686438524174,4.2
333,4.000913873672922,4.29
334,3.978678565374702,4.35
335,4.21815118052624,4.2
336,3.991451951794046,3.84
337,4.269204880775042,5.0
338,4.037212982686597,3.91
339,3.8656511354732186,4.17
340,4.236092932397986,4.4
341,3.9722262236004986,3.98
342,4.227709327517896,4.33
343,4.281234818349013,4.46
344,3.942231844942115,3.67
345,4.018973230480114,3.95
346,3.9719703353840132,4.11
347,3.838522348459528,3.67
348,3.9960798896902268,4.04
349,4.382911312630608,4.38
350,3.9839681703957366,3.77
351,4.049964616684829,3.88
352,3.874189925440618,3.53
353,4.083082335545193,4.32
354,4.10141383113079,3.82
355,3.8975072619550932,3.93
356,4.132546457137979,4.3
357,4.130731235036371,4.28
358,4.208374646672989,3.84
359,4.018644865817549,4.29
360,4.334792616161595,3.2
361,4.165434768322954,4.32
362,4.022639676250104,4.39
363,3.981361020464183,3.73
364,4.087379313456465,4.29
365,4.227208776901536,4.13
366,4.007075903494218,3.86
367,3.86870151624487,4.3
368,4.234960484664367,4.06
369,3.8097652093985968,3.68
370,4.065231741156399,3.93
371,4.08928288332017,3.91
372,3.8679856756466657,3.6
373,4.074154647744984,4.32
374,4.079420469687666,4.29
375,4.2194422653716845,2.75
376,4.2529644793247074,4.1
377,4.208960615292226,4.8
378,3.940211937675108,3.76
379,4.070489635486577,3.55
380,4.006363489448085,4.11
381,3.907523949092722,3.97
382,4.06002754918015,4.25
383,4.126229512943089,4.06
384,3.921628072361926,3.92
385,4.057559973349978,4.33
386,4.008937554209787,4.04
387,4.319601315250127,4.4
388,4.083888233619137,4.1
389,4.203533597356862,4.28
390,4.191504131358813,4.19
391,4.026403172815089,4.06
392,4.06763859322308,4.11
393,3.98711476874536,3.99
394,4.008911815680545,4.26
395,4.1902207953832615,4.12
396,3.89407756107012,3.82
397,4.027468130025099,3.32
398,3.9780082443201543,4.07
399,3.8896076456076902,4.09
400,4.3550946853735395,4.54
401,4.080305902346612,3.99
402,3.969656288679308,3.91
403,4.052494810997162,4.13
404,3.976538886148443,3.91
405,4.3717110363803044,2.71
406,4.1017985771084025,3.85
407,4.0525978502350855,4.2
408,4.036803127332348,4.0
409,4.090502798300567,3.77
410,4.141697827283663,4.01
411,4.057531221446406,3.96
412,4.163561597442187,3.45
413,3.960041370332759,3.67
414,4.049479691642431,3.89
415,4.301508599772403,4.33
416,4.090432974993745,3.47
417,3.863820427879512,3.82
418,4.169440730359553,4.08
419,4.088140007779651,3.98
420,3.9677144612051403,4.28
421,4.061079019321886,4.31
422,4.0926058210027225,3.96
423,3.982108283426305,3.71
424,4.050075413691571,3.62
425,3.9843576885541947,3.36
426,4.1030386677090815,4.45
427,4.103226435980084,3.68
428,4.0261168392327935,4.16
429,4.040012153481479,4.13
430,4.165520819373843,4.07
431,4.0584132521965,4.11
432,4.131193871187528,3.25
433,4.120385454727952,4.26
434,4.028724078235785,3.81
435,3.9923287392175304,3.83
436,3.9837315361061187,3.93
437,3.9994753005590655,4.14
438,4.098643288055122,3.89
439,4.235742101908915,4.33
440,4.134673884864512,4.22
441,4.142513411406593,3.68
442,4.1946112636718365,4.15
443,3.94857446729565,3.49
444,3.9738155624781792,4.13
445,4.246443147460825,4.0
446,4.048172988904523,3.97
447,3.912205474314179,4.24
448,4.033338530766287,4.11
449,3.99401233298468,3.22
450,4.287588140851673,5.0
451,4.0584867693895355,4.01
452,4.144313141825451,4.22
453,4.00590927788463,4.09
454,4.085323686080435,3.23
455,4.0631765979709575,4.24
456,3.90992837608768,3.93
457,4.069317831597742,4.15
458,3.9890064146954174,3.85
459,4.09427518222321,4.08
460,4.045821951959507,4.22
461,3.897384924954069,3.32
462,4.058158166098959,3.63
463,4.168355452133811,3.61
464,4.005752339738948,3.95
465,4.151959094721674,3.83
466,4.057508529403068,4.15
467,4.112363329038473,4.09
468,3.9409939214086847,3.87
469,4.0184229143458605,3.92
470,3.942298915403766,3.95
471,4.085154307077316,4.24
472,3.893933227436621,4.09
473,4.039531158896929,4.02
474,4.168279507513265,4.11
475,3.8462629383538176,3.54
476,3.9380494480550174,4.06
477,4.070558509870893,4.32
478,3.8563451579803734,3.81
479,4.009636394861915,4.0
480,3.9706670933102366,3.7
481,4.000832763130568,3.96
482,3.9598088506119633,3.93
483,4.172346235052228,4.13
484,4.043431522687795,4.01
485,4.106168790848327,4.04
486,4.164853280398375,3.5
487,4.144208833567706,4.0
488,4.445845898327309,4.83
489,4.101155830806443,4.17
490,4.106394759236113,4.25
491,4.011914834527275,4.06
492,4.118443839143457,4.07
493,4.302196034904845,4.0
494,4.154427195718404,3.65
495,3.976269462530202,3.91
496,4.076969840066073,4.8
497,3.9436795859044294,3.88
498,4.031232036761838,3.99
499,4.189670648144098,3.65
500,3.970974728529471,3.69
501,4.343797732259084,5.0
502,4.045026553495696,4.09
503,4.011891697120974,3.82
504,4.0583216390927825,4.2
505,4.11970738955056,4.25
506,4.0811882633010335,3.99
507,4.032264103055435,3.52
508,4.0596280480985625,4.18
509,4.0424166337849075,4.11
510,3.91549481959009,3.76
511,3.9798563882722693,3.99
512,4.086404742947003,4.24
513,3.8921767515389725,3.97
514,4.071983081462202,4.02
515,3.85470436312733,3.51
516,4.034988761929959,3.73
517,4.097969205154266,4.14
518,3.9633571835973584,3.85
519,3.934046071465213,2.98
520,4.187746676761486,4.21
521,3.9688635159197214,4.19
522,4.003839694508133,4.49
523,3.8903517302445745,3.89
524,4.1181222111849785,4.22
525,3.9020735204398034,3.73
526,3.8833659065350243,3.97
527,4.196436120918057,4.37
528,4.020671474849289,4.26
529,3.944199377840897,3.63
530,3.9999100177968585,3.46
531,4.041631336538707,4.11
532,4.078447937362215,4.08
533,3.9106553894343326,3.83
534,4.198081758621275,3.66
535,4.198151834770519,4.91
536,3.9384759167400203,3.63
537,4.112903916651135,4.13
538,4.050342600642947,4.06
539,3.978211082285675,3.81
540,4.216689502145668,4.35
541,4.288068408671258,5.0
542,3.867833803961897,3.56
543,3.8614309911398945,3.67
544,3.9033127150683593,4.15
545,4.060630685426846,3.81
546,4.049414099809489,4.25
547,3.850213481597823,3.85
548,4.274710149225373,4.05
549,4.025128717407802,3.98
550,3.9150761285458255,3.74
551,4.201844804743772,3.82
552,4.087202710991365,3.83
553,3.9763060950542233,4.24
554,4.1484210431973505,4.27
555,4.014480531197432,3.74
556,4.013861774711796,3.66
557,4.022069757058297,3.71
558,4.034770930671155,3.83
559,3.989182628239509,4.14
560,3.9423286885718363,4.03
561,3.8786517064187214,4.02
562,3.875008945257807,3.84
563,4.437025766535946,3.75
564,3.9618426626201,3.65
565,3.8854750250853853,4.14
566,3.905296196820962,3.93
567,4.058818086433256,4.34
568,3.9276621027247236,3.78
569,4.137718878039591,4.38
570,3.888466033799614,3.72
571,4.07593686756369,4.22
572,4.200581522531839,4.27
573,3.9348300188769647,4.16
574,4.023406506603716,4.33
575,4.136111032224182,3.85
576,4.147923715603534,4.01
577,4.097328328019258,4.1
578,3.981197839049066,4.31
579,4.029938056354784,4.21
580,4.042763900535945,4.25
581,3.985587392124811,4.03
582,4.252401635484608,4.05
583,4.127940017284767,4.13
584,3.8768768458274754,3.68
585,4.052162474972164,3.52
586,4.063643698471076,4.11
587,4.125542430497457,4.02
588,4.090539938615171,3.99
589,4.080377134796302,3.83
590,3.9530150504763806,4.11
591,4.1038760642696985,4.11
592,3.8484443606804244,3.65
593,4.182430208603275,4.53
594,4.021443950821745,4.28
595,4.051011992137162,3.96
596,3.9871501803467764,4.26
597,4.123434207175351,3.99
598,3.8917458554531055,4.01
599,3.8998655262604953,4.04
600,3.914282773298352,3.56
601,4.231266270602539,3.81
602,4.294454062605753,4.8
603,3.93666471633028,3.87
604,3.963519557544432,4.08
605,3.9959769737293946,4.01
606,3.8808998661903007,4.04
607,4.371212958605899,4.63
608,3.891016815043095,3.96
609,3.9817438342318296,4.02
610,4.0571748339249005,4.03
611,3.9528481039163275,4.14
612,3.9549383295756764,3.8
613,4.054907172149001,3.91
614,4.066635087499364,4.02
615,4.026116874171541,4.16
616,4.162888176967949,4.63
617,4.09038309248261,4.16
618,3.991937949918128,4.01
619,4.300338257851602,4.41
620,3.9139771103220666,3.72
621,3.9778794487926006,4.15
622,3.965778930345287,4.04
623,3.960440815313169,4.02
624,4.098084141039916,4.24
625,4.0720961274899965,4.29
626,4.064151872831461,3.56
627,3.8912934859643986,3.89
628,4.031516920314429,4.12
629,4.054599536493021,3.83
630,4.380061332412353,4.37
631,3.841851121150269,3.37
632,4.01257614923251,4.13
633,3.8939550552491387,3.97
634,4.44486468302145,3.95
635,4.077876939967091,3.17
636,4.019400037079342,4.04
637,4.062019396820125,4.14
638,4.085864716574411,4.19
639,4.021037772059358,4.24
640,4.053509168121246,3.77
641,4.042020081941962,4.12
642,3.9732569809746723,4.2
643,4.1926569804406055,4.14
644,3.905981417879652,4.18
645,3.9484693779175046,4.17
646,4.100731440698975,4.21
647,3.9600674653087604,4.17
648,4.040014837932514,3.88
649,3.9396476579033086,3.73
650,4.032506719788884,3.87
651,4.087714421939259,3.96
652,3.9247075436811154,4.39
653,4.076466800052988,4.14
654,4.06336466633049,3.98
655,4.066162148203758,4.43
656,4.076613605826914,3.72
657,4.008144515595673,3.48
658,4.074348369328613,3.67
659,4.117791622767496,3.56
660,4.429071454064868,3.0
661,3.9642657421712366,4.09
662,4.332473237071931,4.6
663,4.056434695305882,4.21
664,4.2245358930456245,4.38
665,3.9283369154876056,3.89
666,4.24130876148957,4.05
667,3.9505344393903226,3.96
668,4.164785160921914,4.38
669,4.187431089802776,4.0
670,4.075424600223581,3.93
671,4.034272456942498,4.2
672,4.1650804611139405,4.27
673,3.973476466833623,3.68
674,4.100439819534249,4.44
675,3.9035594700981453,3.82
676,4.207022337708507,3.71
677,4.157741900648168,3.06
678,4.15427363438809,4.35
679,3.9462965238653585,3.63
680,4.055343097969093,3.79
681,3.950069082575339,4.22
682,4.3217489032461085,4.25
683,4.017190102685572,3.79
684,4.034112632504584,4.19
685,3.9397608967686737,4.0
686,4.140929708465822,4.12
687,4.042776447744931,4.09
688,4.195314337232588,4.24
689,4.35580526562868,4.71
690,3.9992797734560104,4.03
691,3.8665898984524123,3.88
692,3.942103222409547,3.84
693,4.0669659186328895,4.13
694,4.132149319808047,3.93
695,4.143296437794528,4.39
696,4.124916762700392,4.34
697,4.112889376758355,4.14
698,4.017387957480868,3.5
699,4.114910919332786,3.99
700,4.068037713861296,3.84
701,3.9651720608455765,4.01
702,4.077872011157837,4.11
703,4.063799935690697,3.7
704,4.072382055812891,4.04
705,4.021014859984761,3.56
706,4.1061368202368005,3.88
707,4.411233778627874,4.73
708,4.009191483400922,3.94
709,4.053313714944017,3.79
710,4.0485173044416785,4.03
711,3.9609884075768997,4.21
712,3.907108213422928,4.12
713,3.94372093439537,3.86
714,4.057041753385102,3.98
715,4.228754652149325,4.06
716,4.03519054412708,3.67
717,4.066540775809561,4.46
718,4.04688059725308,4.49
719,4.332624468869866,4.7
720,3.9998493151943637,3.75
721,4.085043951098242,3.43
722,4.199894279381052,4.58
723,3.9121295765435264,3.78
724,4.249906540906033,4.83
725,3.9649702412547954,4.17
726,4.223764928768959,4.18
727,4.465839546456691,5.0
728,4.256665625896703,4.68
729,3.972291575459492,3.58
730,4.2075005153720975,5.0
731,4.114031974871477,3.88
732,3.813192015530312,3.83
733,4.005578852584356,4.55
734,4.112808180180623,3.76
735,4.1021683128125135,3.82
736,4.259003847285571,3.78
737,4.049521115322178,4.0
738,3.9307904348708904,4.05
739,4.062203485277142,3.94
740,3.9859650563163034,3.31
741,3.9858828175278154,3.8
742,3.927920246803195,3.74
743,4.205792471268142,4.28
744,3.909301932372549,3.89
745,4.022734298896957,4.56
746,4.424638406614369,4.18
747,4.120984661108098,3.96
748,3.9565445109243234,4.07
749,4.199455190870053,4.43
750,4.1778176282695965,4.19
751,3.89635691948953,3.74
752,3.93711992582959,3.79
753,4.07576349338775,4.13
754,4.121662721348709,4.44
755,3.9220600107525945,4.34
756,4.013908210896129,3.13
757,3.9052561075597274,4.37
758,4.22884789433118,4.77
759,4.090277911914569,4.03
760,3.8957185339493927,3.96
761,4.192468427591495,4.11
762,4.039572540015647,3.92
763,4.303562062970418,5.0
764,4.172687020685083,4.2
765,3.814006145036488,4.03
766,4.080908298296195,4.14
767,4.079424338732837,3.77
768,4.207431387473882,4.15
769,3.933016612344254,4.24
770,4.324804334402892,5.0
771,4.058510648992804,4.04
772,4.051089623382681,3.78
773,3.956343942383108,4.05
774,3.8558889271677557,4.13
775,3.9875704741985483,3.92
776,3.8683253205321404,4.07
777,3.844227371306847,3.83
778,4.005545160266744,3.82
779,3.9857915586879895,3.93
780,4.167193199972275,4.08
781,3.990104169802766,3.67
782,3.9913121189778322,4.35
783,3.866708869216477,4.05
784,3.927850727562392,3.85
785,4.018864483382989,3.94
786,4.172199444010298,4.35
787,3.9789601116592284,3.89
788,3.924547643503515,4.12
789,4.12517766311953,3.87
790,4.145224854309384,4.17
791,4.025223489845014,4.49
792,4.1085822275763,4.01
793,4.325006699148628,4.05
794,4.134084102340561,3.83
795,4.10657177335549,4.11
796,4.094341907323203,4.26
797,3.8757113409597403,3.44
798,3.8561608365851985,3.99
799,4.330868327301989,4.17
800,4.2011581712218575,3.95
801,3.9730179541594053,4.29
802,4.04980311482405,4.36
803,3.9389952653345137,3.73
804,3.942333747587596,3.34
805,4.024339988212413,4.35
806,4.290136367590164,4.45
807,4.060522313802709,4.19
808,4.1468406744623705,4.02
809,4.096025051891083,4.08
810,3.92191703121917,4.31
811,4.022746635465457,4.05
812,4.141274665113994,3.94
813,4.079399601583028,4.31
814,4.0472910527234465,3.87
815,4.112339253160586,3.61
816,4.052921261525907,4.15
817,4.0456029435342025,3.82
818,3.9798994724844166,3.46
819,3.8936390422650096,4.18
820,3.948277585747022,3.68
821,4.007229934956281,4.54
822,4.2225148214658885,4.11
823,4.132726877047476,4.25
824,4.146239885206402,4.23
825,3.917774923213034,4.16
826,4.06605192915743,4.18
827,4.135299024951652,4.03
828,4.237355988923129,4.76
829,3.8694944126709747,3.15
830,3.9537752485987383,3.51
831,3.856646370762728,3.79
832,3.984850891077465,3.91
833,4.292180306096347,3.99
834,3.954103287826396,3.87
835,4.03572998154953,4.16
836,4.264024600339555,4.15
837,4.489307447371495,4.4
838,4.103496355621543,4.23
839,4.072987489118976,4.0
840,4.025750029943571,4.53
841,4.012105808775543,4.0
842,3.9935304979267,4.18
843,3.8852229926378268,3.44
844,4.059803664205299,3.72
845,3.8785308683464486,4.27
846,4.1148809287035455,4.3
847,4.035883625675332,4.2
848,3.994290056169603,4.16
849,4.0257028654290785,3.78
850,4.1914545998921335,4.01
851,4.145925056216503,4.02
852,4.054415761013576,4.1
853,4.11582799424873,3.78
854,3.797055963526002,3.7
855,4.113993929955104,3.98
856,3.953095295214106,3.39
857,4.065250425118389,3.91
858,4.076838306280532,4.09
859,4.172933541316047,3.68
860,4.182625206097755,3.67
861,4.0058901443020805,3.88
862,3.9618571158849445,4.2
863,4.008687306715326,3.87
864,3.920083249329762,4.38
865,3.9912953278545884,3.78
866,4.105119063987303,3.97
867,4.066557913714274,4.04
868,4.200757506917444,3.64
869,3.893013730504925,3.8
870,3.912178267165171,3.72
871,3.8649576778307653,3.6
872,4.169537466888979,4.46
873,3.9110648910931065,4.27
874,4.031589407521524,3.58
875,4.063342153180815,3.91
876,4.129648172128002,4.54
877,4.106209449373862,3.93
878,3.9058080640765978,4.16
879,4.138738787715356,4.45
880,4.288026896359537,4.45
881,3.9839436208922097,4.25
882,4.278455736014129,4.61
883,4.086264824922004,4.35
884,4.092200950673464,3.98
885,4.185818188125121,4.46
886,4.315456842679841,3.85
887,4.0364945077733845,3.96
888,4.209170306966815,4.27
889,4.248206508085348,4.48
890,4.017830259917831,4.06
891,4.057014523227981,4.17
892,3.9513403051998615,4.37
893,3.9517721531633794,3.98
894,3.9348879525004206,3.91
895,4.073904798303658,3.64
896,4.320833739105341,3.67
897,4.19556707744289,4.44
898,3.9004541834165174,3.84
899,4.28472512898636,5.0
900,3.9381856600065253,3.99
901,4.103793865501899,3.91
902,4.0494528902386735,4.19
903,4.131108140773921,4.04
904,3.9598593675536735,3.88
905,4.080889413434341,4.21
906,3.858410107052295,4.23
907,4.042367221633045,4.29
908,4.014968871371327,3.76
909,4.09473109614243,4.17
910,4.032958373959431,4.14
911,3.8702575096277028,4.39
912,4.042595984478764,4.33
913,4.03926780953896,3.96
914,4.077864709921136,4.25
915,4.2226416327105545,3.76
916,4.160301634742467,4.39
917,4.039530802920578,3.92
918,3.9893513359499932,4.18
919,3.9880889010013036,4.31
920,3.994051562988763,4.16
921,3.900167828892448,3.74
922,3.9422989956162136,3.74
923,3.9795756421243746,4.01
924,4.125689266268117,4.28
925,4.011581781146011,3.59
926,4.336955519389645,4.47
927,4.098095975863699,4.28
928,4.2816816790518475,4.23
929,4.421309579848844,4.43
930,4.049788905502115,4.33
931,4.241070563997492,4.32
932,4.34326006377076,3.09
933,4.061231000482347,3.89
934,4.008850753790598,4.48
935,4.0165202123859585,3.79
936,4.081535632268144,4.11
937,3.9942806473279653,3.78
938,4.160548434001985,4.4
939,3.987616516316309,3.74
940,4.1057179733828315,3.93
941,3.895030092280134,3.79
942,4.085196905600744,4.12
943,3.907451066185694,3.51
944,4.048469377306566,4.18
945,4.041205083705333,4.04
946,4.090633164906891,3.66
947,3.9939675013666527,3.91
948,3.9864489594882877,3.65
949,3.9920894447572497,4.25
950,4.1034141772358925,3.74
951,3.859402475724634,4.14
952,4.006641855884315,4.01
953,4.134042369981936,3.97
954,4.0241976615264035,4.17
955,4.0012970364521125,3.92
956,4.128587127258786,4.05
957,4.043375785257859,4.29
958,3.9564092466143244,3.67
959,3.918939390387362,3.82
960,4.083179580762501,4.28
961,4.021773773153044,4.24
962,4.057286873711708,3.72
963,4.085135155339981,4.09
964,4.074874580729208,3.7
965,3.8636976244654972,4.02
966,3.979888448744222,4.22
967,3.8936212646812534,4.03
968,3.9024681121219644,3.95
969,4.048131025092754,4.09
970,4.018095241665598,4.38
971,4.211578948032022,4.34
972,4.154609865680306,4.18
973,4.008804872275398,4.14
974,3.951883652746549,3.86
975,4.0180710219472235,3.76
976,3.9939450401795407,4.1
977,3.9222122584240076,4.15
